iter	Passed	Remaining
892	71209	3915867
893	71288	3915759
894	71385	3916644
895	71471	3916915
896	71558	3917197
897	71629	3916628
898	71699	3916020
899	71767	3915338
900	71838	3914780
901	71908	3914150
902	71978	3913537
903	72054	3913278
904	72145	3913797
905	72229	3913970
906	72315	3914203
907	72413	3915100
908	72499	3915356
909	72584	3915580
910	72673	3915995
911	72762	3916404
912	72851	3916852
913	72924	3916372
914	73008	3916535
915	73099	3917031
916	73192	3917678
917	73277	3917886
918	73378	3918938
919	73465	3919245
920	73553	3919598
921	73655	3920666
922	73743	3921018
923	73822	3920876
924	73897	3920556
925	73976	3920419
926	74054	3920244
927	74142	3920600
928	74239	3921446
929	74321	3921442
930	74406	3921624
931	74482	3921335
932	74552	3920745
933	74636	3920913
934	74725	3921279
935	74819	3921953
936	74900	3921918
937	74991	3922428
938	75082	3922933
939	75157	3922578
940	75244	3922856
941	75328	3922975
942	75405	3922752
943	75498	3923356
944	75583	3923538
945	75661	3923372
946	75744	3923437
947	75821	3923205
948	75899	3923038
949	75988	3923422
950	76098	3924888
951	76198	3925822
952	76284	3926073
953	76368	3926195
954	76459	3926638
955	76570	3928151
956	76644	3927782
957	76707	3926836
958	76781	3926416
959	76859	3926225
960	76934	3925884
961	77009	3925545
962	77088	3925440
963	77159	3924868
964	77226	3924123
965	77299	3923696
966	77379	3923647
967	77478	3924534
968	77571	3925084
969	77668	3925844
970	77757	3926218
971	77848	3926685
972	77934	3926912
973	78009	3926588
974	78085	3926298
975	78166	3926256
976	78245	3926127
977	78325	3926063
978	78404	3925909
979	78492	3926206
980	78585	3926794
981	78663	3926626
982	78747	3926728
983	78822	3926394
984	78903	3926354
985	78977	3925965
986	79055	3925783
987	79137	3925816
988	79232	3926464
989	79324	3926980
990	79456	3929462
991	79561	3930583
992	79652	3931070
993	79732	3930972
994	79802	3930364
995	79878	3930076
996	79953	3929766
997	80029	3929450
998	80112	3929516
999	80190	3929326
1000	80279	3929691
1001	80353	3929315
1002	80438	3929444
1003	80520	3929462
1004	80597	3929229
1005	80671	3928829
1006	80752	3928828
1007	80848	3929503
1008	80922	3929107
1009	81004	3929109
1010	81088	3929241
1011	81146	3928069
1012	81228	3928099
1013	81304	3927788
1014	81381	3927562
1015	81453	3927085
1016	81546	3927637
1017	81638	3928089
1018	81719	3928072
1019	81794	3927750
1020	81874	3927630
1021	81950	3927364
1022	82024	3926979
1023	82094	3926438
1024	82170	3926136
1025	82242	3925675
1026	82318	3925420
1027	82401	3925442
1028	82486	3925609
1029	82580	3926198
1030	82663	3926214
1031	82745	3926226
1032	82829	3926350
1033	82918	3926682
1034	82998	3926597
1035	83077	3926465
1036	83158	3926399
1037	83254	3927072
1038	83333	3926960
1039	83415	3926929
1040	83490	3926598
1041	83566	3926355
1042	83651	3926485
1043	83739	3926769
1044	83831	3927227
1045	83922	3927646
1046	84011	3928018
1047	84102	3928412
1048	84190	3928717
1049	84273	3928766
1050	84353	3928677
1051	84434	3928614
1052	84507	3928197
1053	84584	3927961
1054	84673	3928281
1055	84763	3928674
1056	84836	3928250
1057	84904	3927582
1058	84973	3926985
1059	85030	3925850
1060	85122	3926307
1061	85218	3926963
1062	85268	3925500
1063	85327	3924422
1064	85380	3923098
1065	85442	3922161
1066	85512	3921641
1067	85586	3921268
1068	85664	3921083
1069	85752	3921368
1070	85818	3920647
1071	85895	3920435
1072	85959	3919604
1073	86025	3918905
1074	86080	3917659
1075	86154	3917313
1076	86223	3916714
1077	86295	3916300
1078	86379	3916370
1079	86454	3916073
1080	86521	3915408
1081	86600	3915260
1082	86682	3915268
1083	86776	3915825
1084	86852	3915580
1085	86928	3915314
1086	87007	3915159
1087	87083	3914928
1088	87169	3915107
1089	87263	3915648
1090	87340	3915436
1091	87420	3915361
1092	87504	3915449
1093	87586	3915474
1094	87668	3915480
1095	87779	3916738
1096	87858	3916637
1097	87936	3916459
1098	88023	3916689
1099	88114	3917084
1100	88203	3917416
1101	88298	3918007
1102	88375	3917753
1103	88452	3917560
1104	88544	3918009
1105	88631	3918201
1106	88726	3918782
1107	88808	3918774
1108	88891	3918821
1109	88974	3918891
1110	89054	3918820
1111	89129	3918473
1112	89207	3918309
1113	89287	3918230
1114	89376	3918554
1115	89462	3918701
1116	89546	3918791
1117	89621	3918510
1118	89706	3918639
1119	89794	3918891
1120	89869	3918595
1121	89950	3918537
1122	90028	3918368
1123	90123	3918948
1124	90207	3918997
1125	90294	3919251
1126	90385	3919598
1127	90463	3919445
1128	90550	3919665
1129	90640	3919985
1130	90728	3920271
1131	90820	3920665
1132	90899	3920570
1133	90983	3920645
1134	91067	3920720
1135	91141	3920354
1136	91212	3919878
1137	91294	3919878
1138	91376	3919891
1139	91471	3920426
1140	91568	3921076
1141	91664	3921648
1142	91752	3921904
1143	91832	3921820
1144	91921	3922097
1145	92004	3922154
1146	92075	3921672
1147	92195	3923302
1148	92298	3924181
1149	92388	3924506
1150	92469	3924439
1151	92540	3923958
1152	92614	3923610
1153	92679	3922888
1154	92753	3922549
1155	92839	3922710
1156	92909	3922193
1157	92982	3921788
1158	93073	3922173
1159	93154	3922143
1160	93232	3921957
1161	93319	3922142
1162	93387	3921569
1163	93457	3921019
1164	93527	3920543
1165	93630	3921415
1166	93722	3921796
1167	93828	3922798
1168	93917	3923098
1169	93986	3922516
1170	94062	3922279
1171	94145	3922310
1172	94226	3922250
1173	94314	3922507
1174	94396	3922473
1175	94480	3922546
1176	94562	3922531
1177	94646	3922622
1178	94724	3922410
1179	94806	3922422
1180	94886	3922307
1181	94971	3922437
1182	95074	3923272
1183	95162	3923536
1184	95252	3923855
1185	95334	3923835
1186	95415	3923780
1187	95512	3924370
1188	95595	3924390
1189	95685	3924717
1190	95787	3925513
1191	95879	3925909
1192	95954	3925621
1193	96053	3926279
1194	96130	3926063
1195	96212	3926057
1196	96285	3925682
1197	96366	3925590
1198	96439	3925230
1199	96509	3924706
1200	96578	3924181
1201	96652	3923815
1202	96718	3923151
1203	96790	3922761
1204	96870	3922641
1205	96943	3922259
1206	97029	3922404
1207	97117	3922640
1208	97189	3922245
1209	97269	3922118
1210	97354	3922236
1211	97426	3921832
1212	97522	3922376
1213	97609	3922558
1214	97716	3923535
1215	97807	3923882
1216	97895	3924108
1217	97958	3923311
1218	98022	3922575
1219	98132	3923692
1220	98217	3923799
1221	98294	3923573
1222	98379	3923688
1223	98460	3923602
1224	98550	3923905
1225	98634	3923977
1226	98711	3923773
1227	98787	3923501
1228	98861	3923170
1229	98938	3922938
1230	99016	3922788
1231	99102	3922928
1232	99174	3922493
1233	99256	3922491
1234	99342	3922617
1235	99424	3922608
1236	99499	3922314
1237	99569	3921821
1238	99663	3922279
1239	99748	3922372
1240	99834	3922489
1241	99928	3922949
1242	100008	3922858
1243	100083	3922556
1244	100149	3921913
1245	100234	3922029
1246	100325	3922366
1247	100390	3921658
1248	100466	3921392
1249	100541	3921109
1250	100616	3920812
1251	100690	3920508
1252	100761	3920051
1253	100836	3919746
1254	100912	3919495
1255	100985	3919134
1256	101067	3919123
1257	101157	3919394
1258	101245	3919611
1259	101346	3920357
1260	101430	3920384
1261	101508	3920236
1262	101600	3920599
1263	101685	3920679
1264	101765	3920586
1265	101845	3920494
1266	101927	3920461
1267	102007	3920361
1268	102088	3920324
1269	102179	3920633
1270	102271	3920996
1271	102384	3922144
1272	102474	3922430
1273	102542	3921905
1274	102620	3921728
1275	102699	3921593
1276	102775	3921322
1277	102864	3921580
1278	102954	3921851
1279	103044	3922135
1280	103126	3922112
1281	103194	3921557
1282	103259	3920878
1283	103319	3920022
1284	103395	3919760
1285	103473	3919612
1286	103549	3919364
1287	103627	3919172
1288	103698	3918724
1289	103773	3918455
1290	103847	3918113
1291	103922	3917852
1292	103988	3917236
1293	104047	3916342
1294	104110	3915594
1295	104159	3914355
1296	104222	3913603
1297	104280	3912669
1298	104332	3911537
1299	104387	3910512
1300	104434	3909184
1301	104523	3909432
1302	104599	3909189
1303	104658	3908318
1304	104728	3907842
1305	104794	3907258
1306	104867	3906908
1307	104938	3906482
1308	104988	3905280
1309	105047	3904399
1310	105093	3903038
1311	105139	3901701
1312	105191	3900595
1313	105249	3899694
1314	105305	3898699
1315	105358	3897634
1316	105443	3897744
1317	105526	3897754
1318	105611	3897840
1319	105697	3898006
1320	105794	3898547
1321	105887	3898927
1322	105972	3899030
1323	106063	3899345
1324	106163	3900024
1325	106248	3900097
1326	106324	3899870
1327	106410	3900021
1328	106500	3900304
1329	106581	3900241
1330	106665	3900288
1331	106751	3900444
1332	106826	3900182
1333	106904	3900001
1334	106976	3899641
1335	107052	3899408
1336	107136	3899479
1337	107219	3899473
1338	107313	3899910
1339	107411	3900465
1340	107498	3900639
1341	107583	3900753
1342	107655	3900381
1343	107750	3900811
1344	107823	3900468
1345	107901	3900329
1346	107991	3900599
1347	108073	3900590
1348	108156	3900596
1349	108238	3900595
1350	108317	3900477
1351	108400	3900500
1352	108474	3900180
1353	108552	3900037
1354	108643	3900352
1355	108730	3900498
1356	108812	3900507
1357	108912	3901107
1358	109001	3901355
1359	109082	3901295
1360	109177	3901758
1361	109244	3901185
1362	109316	3900824
1363	109378	3900098
1364	109448	3899641
1365	109518	3899228
1366	109598	3899142
1367	109670	3898744
1368	109731	3898006
1369	109784	3896953
1370	109844	3896157
1371	109915	3895761
1372	109994	3895626
1373	110077	3895646
1374	110151	3895362
1375	110220	3894897
1376	110294	3894578
1377	110369	3894319
1378	110459	3894604
1379	110527	3894095
1380	110597	3893661
1381	110676	3893536
1382	110756	3893467
1383	110832	3893248
1384	110903	3892829
1385	111001	3893392
1386	111078	3893208
1387	111152	3892892
1388	111231	3892772
1389	111335	3893536
1390	111429	3893935
1391	111522	3894313
1392	111617	3894761
1393	111711	3895166
1394	111804	3895515
1395	111893	3895755
1396	111984	3896048
1397	112060	3895826
1398	112156	3896294
1399	112255	3896857
1400	112343	3897052
1401	112418	3896790
1402	112493	3896534
1403	112589	3896998
1404	112664	3896749
1405	112735	3896343
1406	112803	3895849
1407	112873	3895428
1408	112946	3895079
1409	113020	3894795
1410	113094	3894511
1411	113182	3894710
1412	113271	3894911
1413	113353	3894892
1414	113433	3894821
1415	113522	3895036
1416	113605	3895074
1417	113669	3894420
1418	113726	3893544
1419	113788	3892861
1420	113875	3893003
1421	113952	3892817
1422	114033	3892763
1423	114115	3892760
1424	114200	3892822
1425	114274	3892544
1426	114352	3892397
1427	114435	3892424
1428	114510	3892168
1429	114593	3892175
1430	114658	3891564
1431	114746	3891766
1432	114824	3891606
1433	114893	3891167
1434	114975	3891146
1435	115056	3891098
1436	115136	3890998
1437	115226	3891255
1438	115329	3891959
1439	115422	3892291
1440	115485	3891648
1441	115548	3890993
1442	115620	3890632
1443	115686	3890075
1444	115756	3889659
1445	115840	3889698
1446	115908	3889237
1447	115973	3888637
1448	116054	3888587
1449	116126	3888244
1450	116197	3887850
1451	116269	3887512
1452	116349	3887426
1453	116423	3887142
1454	116499	3886921
1455	116568	3886464
1456	116660	3886779
1457	116764	3887493
1458	116846	3887478
1459	116924	3887338
1460	117013	3887547
1461	117098	3887626
1462	117176	3887503
1463	117263	3887633
1464	117347	3887680
1465	117432	3887766
1466	117523	3888055
1467	117608	3888124
1468	117689	3888075
1469	117772	3888106
1470	117860	3888278
1471	117949	3888487
1472	118043	3888877
1473	118121	3888709
1474	118197	3888485
1475	118265	3888023
1476	118347	3887992
1477	118430	3888013
1478	118521	3888288
1479	118603	3888264
1480	118696	3888618
1481	118794	3889104
1482	118876	3889110
1483	118958	3889072
1484	119044	3889198
1485	119131	3889325
1486	119217	3889445
1487	119303	3889558
1488	119418	3890599
1489	119513	3890994
1490	119606	3891332
1491	119695	3891551
1492	119774	3891415
1493	119864	3891662
1494	119942	3891525
1495	120023	3891464
1496	120111	3891631
1497	120194	3891625
