iter	Logloss
0	0.6744988349
1	0.6565290144
2	0.6391025107
3	0.6214785145
4	0.604972098
5	0.5892121138
6	0.5739384115
7	0.5573502422
8	0.5429526152
9	0.5287583736
10	0.5153515312
11	0.501332564
12	0.4865554739
13	0.4742369807
14	0.4620404565
15	0.4507082033
16	0.4390336915
17	0.4268959947
18	0.416721255
19	0.4069300489
20	0.3972541061
21	0.387897104
22	0.3782552534
23	0.3695746483
24	0.3611203454
25	0.3525742231
26	0.344376822
27	0.3367389157
28	0.3291411833
29	0.3212377315
30	0.3142975342
31	0.3077408398
32	0.3014324255
33	0.2952302907
34	0.2892615783
35	0.2834597245
36	0.277849726
37	0.2724611333
38	0.26726991
39	0.2622221521
40	0.2569824536
41	0.2522288838
42	0.2469521118
43	0.2423706549
44	0.2380928516
45	0.2339877568
46	0.2297669164
47	0.2259418161
48	0.2222044623
49	0.2182626954
50	0.2146013273
51	0.2109104564
52	0.2071333599
53	0.2039295359
54	0.2002435974
55	0.1972540465
56	0.194300476
57	0.1902150067
58	0.1872348149
59	0.1846065002
60	0.1821090287
61	0.1793709705
62	0.1765506631
63	0.1743105565
64	0.1719717139
65	0.1693555452
66	0.1671007222
67	0.1650666046
68	0.1629656852
69	0.160927535
70	0.1591495203
71	0.1571212235
72	0.1554615971
73	0.1538223936
74	0.151738403
75	0.1500833208
76	0.148040389
77	0.1462561005
78	0.1447866056
79	0.143013171
80	0.1412324588
81	0.139941571
82	0.1382528824
83	0.1369917236
84	0.1352176294
85	0.1338151941
86	0.1327116465
87	0.1316457764
88	0.1306058814
89	0.1295805502
90	0.1279415247
91	0.1270569983
92	0.1259058008
93	0.1242759302
94	0.1231275451
95	0.1220091336
96	0.1212306746
97	0.1205001281
98	0.1197097741
99	0.1185313404
100	0.1174126703
101	0.1163830898
102	0.1156508233
103	0.114986899
104	0.1143562866
105	0.1135612751
106	0.1125329661
107	0.1119833418
108	0.111107897
109	0.1106186692
110	0.1101076985
111	0.1091994831
112	0.1085198624
113	0.1080460146
114	0.1070097028
115	0.1061921139
116	0.1056627435
117	0.1051803945
118	0.1042900695
119	0.1039257591
120	0.1033599561
121	0.1026990528
122	0.1021870129
123	0.1015726981
124	0.1009752918
125	0.1002781681
126	0.099851635
127	0.09955065795
128	0.09928975704
129	0.09900241954
130	0.0985304067
131	0.09797462997
132	0.09753957325
133	0.0970337798
134	0.09657392801
135	0.09613784637
136	0.09574247273
137	0.09543081097
138	0.09513800306
139	0.09471903395
140	0.09421563941
141	0.09370262483
142	0.09336054017
143	0.09282632811
144	0.09238648969
145	0.09196778491
146	0.09161035168
147	0.09114650023
148	0.0907786929
149	0.09042927373
150	0.09021041698
151	0.08977526534
152	0.0894944081
153	0.08910470619
154	0.08883871921
155	0.08854379298
156	0.08823877719
157	0.08794147212
158	0.08783063889
159	0.08761658922
160	0.08737715918
161	0.08729083863
162	0.0871255858
163	0.08686612404
164	0.08665456244
165	0.08643579786
166	0.08626522036
167	0.08605208553
168	0.08586453151
169	0.08565260581
170	0.0855590252
171	0.08534130838
172	0.0851323761
173	0.08486095276
174	0.0848058733
175	0.08460657388
176	0.08439638366
177	0.08433183992
178	0.08417008664
179	0.08396377523
180	0.08377378313
181	0.0836120574
182	0.08355615438
183	0.08330903188
184	0.08315632648
185	0.08300713091
186	0.08286927513
187	0.08273071078
188	0.08254430779
189	0.08237201849
190	0.08220275594
191	0.08211529893
192	0.08195619786
193	0.0817577083
194	0.08155877788
195	0.08141722042
196	0.08133490742
197	0.08119728802
198	0.08103644455
199	0.08088559641
200	0.08081808243
201	0.08070922635
202	0.08056493737
203	0.08044751233
204	0.08033330062
205	0.08020589915
206	0.08008631101
207	0.08004526899
208	0.0800247742
209	0.079879125
210	0.07979168483
211	0.07966780519
212	0.07958690299
213	0.0794543911
214	0.07933530432
215	0.07923156439
216	0.07913793756
217	0.0790751561
218	0.07898836443
219	0.07890815237
220	0.07887568766
221	0.07880870933
222	0.07877348897
223	0.07863732945
224	0.07850916315
225	0.07844573096
226	0.07842069951
227	0.07840708445
228	0.07831836953
229	0.07825047432
230	0.07815401839
231	0.07807416884
232	0.07806210185
233	0.07797951847
234	0.07790797495
235	0.0778547833
236	0.07778629945
237	0.07770695975
238	0.0776126721
239	0.07755610108
240	0.0774579997
241	0.07739133338
242	0.07729531848
243	0.07721727432
244	0.07715788389
245	0.07708653581
246	0.07701252325
247	0.07693933433
248	0.07683563895
249	0.07678674165
250	0.07672405328
251	0.07664743241
252	0.07656360998
253	0.07650879308
254	0.07644278747
255	0.07638626639
256	0.07631991603
257	0.07629793299
258	0.0762177312
259	0.07613645252
260	0.07605387268
261	0.07599193791
262	0.07594859147
263	0.07590466608
264	0.07578628743
265	0.07570081013
266	0.07565691042
267	0.0756302149
268	0.07558593365
269	0.07553965653
270	0.07547672298
271	0.07541415977
272	0.07532500373
273	0.07526139735
274	0.07521028992
275	0.07516055175
276	0.07512084129
277	0.07510325938
278	0.07506805136
279	0.07498803756
280	0.07493630206
281	0.07487663958
282	0.07481231319
283	0.07474061365
284	0.07468922381
285	0.07465733887
286	0.07460967429
287	0.07454466246
288	0.07449917752
289	0.07444992727
290	0.07439382024
291	0.07434356865
292	0.07430150729
293	0.07425379352
294	0.07421897033
295	0.07417543099
296	0.07411915523
297	0.07407195057
298	0.07401686607
299	0.0739588997
300	0.0739219761
301	0.07388373684
302	0.07384327706
303	0.07379175347
304	0.07373920838
305	0.07370324066
306	0.07369464921
307	0.07363126887
308	0.07359259148
309	0.07354340207
310	0.07350214822
311	0.07346597232
312	0.07344534157
313	0.07340815767
314	0.07337799638
315	0.07331854663
316	0.07329281212
317	0.07326175476
318	0.07323982454
319	0.07319632143
320	0.07313079488
321	0.07309105459
322	0.07304719239
323	0.07301600815
324	0.07299323566
325	0.07294765319
326	0.07290675265
327	0.07284508985
328	0.07281607146
329	0.07278061601
330	0.07272186559
331	0.07266811106
332	0.07266312929
333	0.07260273753
334	0.07258671966
335	0.07255831552
336	0.07254343368
337	0.07251121854
338	0.0724997661
339	0.07247471887
340	0.07244017666
341	0.07239746069
342	0.07232749936
343	0.07230826168
344	0.07226494188
345	0.07222811946
346	0.0722009627
347	0.07214604183
348	0.07211836157
349	0.07208793626
350	0.07206979812
351	0.0720374658
352	0.07198916583
353	0.07198208112
354	0.07193630854
355	0.07191506072
356	0.07189589507
357	0.07187432498
358	0.07184094695
359	0.07180450587
360	0.07177417046
361	0.07175461423
362	0.07171211996
363	0.07167832132
364	0.0716619231
365	0.07162601945
366	0.0716037068
367	0.07158007468
368	0.07154147314
369	0.07150995416
370	0.07147282949
371	0.07143083322
372	0.07141952451
373	0.07136374175
374	0.0713467444
375	0.07128219831
376	0.07123229172
377	0.07120548501
378	0.07118056805
379	0.0711626
380	0.07114122305
381	0.0711323588
382	0.07111238523
383	0.07106459776
384	0.07104648944
385	0.07100107703
386	0.07099476808
387	0.07094560982
388	0.07091814295
389	0.07089857011
390	0.07086833095
391	0.07084890592
392	0.07082305372
393	0.07080084484
394	0.07076699908
395	0.070740398
396	0.07068243899
397	0.0706470638
398	0.0706240176
399	0.07060058157
400	0.07056391813
401	0.07053558279
402	0.07051399141
403	0.07049279869
404	0.07045500751
405	0.07042562095
406	0.0704064756
407	0.07037354022
408	0.07035600763
409	0.07034885222
410	0.07032960911
411	0.07030800372
412	0.07028097333
413	0.0702558431
414	0.07022986938
415	0.07019606983
416	0.07016738325
417	0.0701489571
418	0.07009504655
419	0.0700843426
420	0.07005327324
421	0.07004174678
422	0.07002509894
423	0.07000895978
424	0.06999806007
425	0.0699832625
426	0.0699621915
427	0.06994385743
428	0.0699232457
429	0.0699207631
430	0.06990560138
431	0.06987737995
432	0.06984528243
433	0.06981371078
434	0.0698052279
435	0.06978779762
436	0.06977028532
437	0.06973988137
438	0.06973415493
439	0.06971211446
440	0.06967639826
441	0.06966616198
442	0.06962225578
443	0.06961200891
444	0.06957697449
445	0.06956458319
446	0.06955018137
447	0.06953145771
448	0.06951019108
449	0.06950313663
450	0.06948857552
451	0.06946695219
452	0.06945467224
453	0.06943795902
454	0.0694168955
455	0.06940198807
456	0.06935890012
457	0.06932598199
458	0.06931432816
459	0.06928826339
460	0.06928426023
461	0.06927198315
462	0.06925462215
463	0.06923363413
464	0.06920470772
465	0.06916653019
466	0.06913433789
467	0.0690873869
468	0.06907725922
469	0.06906340889
470	0.06902713974
471	0.06900714387
472	0.06898934166
473	0.06896414371
474	0.06894185111
475	0.06891772492
476	0.06890628926
477	0.06889849806
478	0.06888910189
479	0.06887898844
480	0.06885590958
481	0.0688360718
482	0.06880881753
483	0.06878400948
484	0.06874658064
485	0.06872255833
486	0.0686765083
487	0.06864210293
488	0.06862019972
489	0.06858409063
490	0.06856261494
491	0.06854404814
492	0.0685196917
493	0.06849018091
494	0.06845647714
495	0.06844477104
496	0.06842218601
497	0.06840997474
498	0.0683877706
499	0.0683503955
500	0.06830495143
501	0.06826024721
502	0.0682502496
503	0.06822612293
504	0.06820287689
505	0.06819281372
506	0.06817042051
507	0.06812426742
508	0.06808798518
509	0.06807428647
510	0.06805914368
511	0.06805276779
512	0.06802427115
513	0.06800123245
514	0.06798608858
515	0.06797687762
516	0.06795017184
517	0.06793430526
518	0.06789542259
519	0.06785717682
520	0.0678035691
521	0.06778450864
522	0.06777328376
523	0.06775409811
524	0.06773938584
525	0.06771203815
526	0.06768360553
527	0.06764057506
528	0.06762612522
529	0.0676092506
530	0.06758572097
531	0.06756965626
532	0.06756355422
533	0.06752865524
534	0.0675119569
535	0.06749030738
536	0.06747736037
537	0.06746794842
538	0.06746158361
539	0.0674388365
540	0.06742065956
541	0.06741080222
542	0.06738095373
543	0.06735981988
544	0.06733221806
545	0.06730676021
546	0.06729207014
547	0.06726704221
548	0.06724889364
549	0.06723556033
550	0.06721696223
551	0.06720273434
552	0.06718216945
553	0.06715835197
554	0.06714035396
555	0.06713548143
556	0.06712389757
557	0.06711196461
558	0.06708100952
559	0.06706767832
560	0.06701669228
561	0.06700071443
562	0.06696181577
563	0.06693944537
564	0.06691856782
565	0.06690952375
566	0.06688475656
567	0.06687309672
568	0.0668552633
569	0.06684046123
570	0.06683289155
571	0.06679594805
572	0.06679016447
573	0.06677664385
574	0.06675741854
575	0.06672090052
576	0.066691367
577	0.06665568145
578	0.06662339844
579	0.06662295004
580	0.06660291683
581	0.06658584593
582	0.06655597849
583	0.06654480957
584	0.06652665353
585	0.06651080771
586	0.0664830904
587	0.06645481033
588	0.06642980077
589	0.066410214
590	0.06637960339
591	0.06634707058
592	0.06631746568
593	0.06630986895
594	0.06626850661
595	0.06625696932
596	0.06623212666
597	0.06620455672
598	0.06619636421
599	0.06619063264
600	0.06617839936
601	0.06615885377
602	0.06613511514
603	0.06612465662
604	0.06611203356
605	0.06610188227
606	0.06608017162
607	0.06604420676
608	0.0660201862
609	0.06600989154
610	0.06597668153
611	0.06595325514
612	0.06592039453
613	0.06589275933
614	0.06587682977
615	0.06585586835
616	0.06582491915
