iter	Logloss
204	0.3033701511
205	0.3032261291
206	0.3031178284
207	0.3030040889
208	0.3028420751
209	0.3027271359
210	0.3026351248
211	0.3025480911
212	0.3024239307
213	0.3023417743
214	0.3022177843
215	0.3021108025
216	0.3019774064
217	0.3018902297
218	0.3017936776
219	0.3016930085
220	0.3015808144
221	0.3014895143
222	0.3013753405
223	0.3012603269
224	0.3011487919
225	0.3010140812
226	0.3008421196
227	0.3007511575
228	0.3006114355
229	0.3004801749
230	0.3003708652
231	0.3002549277
232	0.3001689416
233	0.3000732578
234	0.2998744328
235	0.2997677342
236	0.2996907494
237	0.2995760206
238	0.2994352248
239	0.2993397251
240	0.2992542902
241	0.2991531244
242	0.299070526
243	0.2989373433
244	0.2988745679
245	0.2988094826
246	0.2987382061
247	0.2986425458
248	0.2985605116
249	0.2984798174
250	0.2983548945
251	0.298279526
252	0.2982338219
253	0.2981445396
254	0.2980098958
255	0.2978926056
256	0.2978028896
257	0.2976903727
258	0.2975618693
259	0.2974718068
260	0.2973944267
261	0.2973001905
262	0.2972053723
263	0.2971011726
264	0.2970429982
265	0.2969588337
266	0.2968418851
267	0.2967386153
268	0.2966645716
269	0.2965710484
270	0.296456422
271	0.2963207556
272	0.2962025104
273	0.2960746077
274	0.2959448619
275	0.2958279836
276	0.2957422131
277	0.2956457953
278	0.2955581178
279	0.2954357582
280	0.2953666651
281	0.2952469031
282	0.2951239348
283	0.2950495791
284	0.2949627415
285	0.2949075481
286	0.2947906659
287	0.2946465715
288	0.2945769187
289	0.2944789111
290	0.2943960828
291	0.2942906288
292	0.2942124252
293	0.2941328663
294	0.2940168967
295	0.2939228291
296	0.2938402118
297	0.2937631965
298	0.2936705612
299	0.2935925602
300	0.2935278001
301	0.293428566
302	0.2933354138
303	0.2932633598
304	0.2931820772
305	0.293080461
306	0.29301137
307	0.2929069682
308	0.2927783945
309	0.2926563369
310	0.292601541
311	0.2924931319
312	0.2924394664
313	0.2923338699
314	0.2922538995
315	0.2921812975
316	0.2920967486
317	0.2919666098
318	0.2918861928
319	0.291784875
320	0.2916138579
321	0.2914759988
322	0.291402436
323	0.2912985339
324	0.2912011062
325	0.2911326844
326	0.2910386184
327	0.2909464496
328	0.29090252
329	0.2907892235
330	0.2906651526
331	0.290570408
332	0.2904604667
333	0.2904093182
334	0.2903125242
335	0.2902279475
336	0.2901841306
337	0.2901095576
338	0.2900263028
339	0.2899680503
340	0.2898534388
341	0.2896840286
342	0.2896138962
343	0.2894908047
344	0.2893834363
345	0.2892548323
346	0.2891655173
347	0.2890817299
348	0.2890049654
349	0.2889366985
350	0.2888736045
351	0.2887357504
352	0.2886885929
353	0.2886092024
354	0.2885536608
355	0.2884704368
356	0.2883839207
357	0.2882955786
358	0.2882044907
359	0.2881151847
360	0.2880304602
361	0.2879486393
362	0.2878463099
363	0.2877792701
364	0.2877173708
365	0.2876204705
366	0.2875394196
367	0.2874831862
368	0.287410761
369	0.2873527584
370	0.2872550175
371	0.2871653955
372	0.2870747225
373	0.2869944112
374	0.2868992203
375	0.2868261519
376	0.2867246902
377	0.2866576987
378	0.2865248356
379	0.2864475349
380	0.2863685151
381	0.2862482733
382	0.2861219346
383	0.2860400062
384	0.285951444
385	0.2858500074
386	0.2857645509
387	0.2856761259
388	0.2855668916
389	0.2855134757
390	0.2854293472
391	0.2853418966
392	0.2852803541
393	0.2851262961
394	0.2850601807
395	0.2849896319
396	0.2848820376
397	0.2847859378
398	0.2846977468
399	0.28463215
400	0.2845597508
401	0.2844595083
402	0.2843960618
403	0.2843165898
404	0.2842549138
405	0.284184092
406	0.284130384
407	0.2840662622
408	0.2839530573
409	0.2838867906
410	0.2838241264
411	0.283732104
412	0.2836461774
413	0.2835512902
414	0.2834764165
415	0.2833702206
416	0.2832950019
417	0.2832346238
418	0.2831644848
419	0.2831062534
420	0.2830369896
421	0.2829627453
422	0.2828752486
423	0.2827938855
424	0.2827431078
425	0.2826869821
426	0.2826025823
427	0.2825415226
428	0.2824556721
429	0.2823767515
430	0.2822999879
431	0.2822037802
432	0.282120766
433	0.2820195939
434	0.2819416565
435	0.2818490238
436	0.2817526678
437	0.2816791133
438	0.2816042984
439	0.2815142521
440	0.2814437147
441	0.2813655162
442	0.2812848776
443	0.2812323456
444	0.2811448376
445	0.2811131347
446	0.2810020594
447	0.2809334063
448	0.2808852252
449	0.2808025991
450	0.2807378609
451	0.2806519005
452	0.2805795326
453	0.280520228
454	0.280421041
455	0.2803594501
456	0.2802792367
457	0.2802191567
458	0.2801790469
459	0.2801152995
460	0.280040559
461	0.2800017904
462	0.2799405555
463	0.2798549787
464	0.2798309583
465	0.2797366994
466	0.2796818269
467	0.2796054183
468	0.2795366891
469	0.2794704364
470	0.279391022
471	0.2792992525
472	0.2792338549
473	0.2791665121
474	0.279077218
475	0.2790141154
476	0.2789479936
477	0.2788748121
478	0.2787964387
479	0.2787231161
480	0.2786431091
481	0.2785996203
482	0.2785373303
483	0.2784256499
484	0.2783680585
485	0.2783032713
486	0.2782193897
487	0.2781612996
488	0.2781132444
489	0.2780498568
490	0.2779538536
491	0.2778870937
492	0.2778200025
493	0.2777558764
494	0.2776928247
495	0.2776090671
496	0.2775298904
497	0.2774591706
498	0.2773787229
499	0.277300947
500	0.2772390777
501	0.2771447828
502	0.2770902221
503	0.2769939571
504	0.2769106597
505	0.2768454072
506	0.2767655625
507	0.2767064964
508	0.2766438808
509	0.2765576526
510	0.2764600607
511	0.2763954558
512	0.2763156184
513	0.2762570295
514	0.2761864314
515	0.2761106581
516	0.2760430346
517	0.2760033864
518	0.275923301
519	0.2758532947
520	0.2757662331
521	0.2756952723
522	0.2756304656
523	0.2755552681
524	0.2755047313
525	0.2754308937
526	0.2753765062
527	0.2753094783
528	0.275251835
529	0.275204792
530	0.2751275278
531	0.2750647914
532	0.2750033122
533	0.2749395058
534	0.2748815226
535	0.2748219647
536	0.2748036839
537	0.2747372162
538	0.2746790705
539	0.2746129902
540	0.2745390007
541	0.2744751454
542	0.2744026187
543	0.2743278854
544	0.2742705966
545	0.2742143027
546	0.2741566335
547	0.2740849056
548	0.2740268991
549	0.273944156
550	0.2738747442
551	0.2738234333
552	0.2737505167
553	0.2736856674
554	0.2736139293
555	0.2735423757
556	0.2734777481
557	0.2734114747
558	0.2733492959
559	0.2732838905
560	0.2732142966
561	0.2731528891
562	0.2730910586
563	0.2730342113
564	0.272965563
565	0.272920174
566	0.2728499943
567	0.2727781218
568	0.2727073658
569	0.2726418454
570	0.2725780362
571	0.2725178966
572	0.2724515085
573	0.2723907706
574	0.2723122317
575	0.272248014
576	0.2721866581
577	0.2721349507
578	0.272066919
579	0.2719995775
580	0.2719306686
581	0.2718614306
582	0.2718127274
583	0.271732422
584	0.2716592851
585	0.2715748993
586	0.2715169635
587	0.2714629089
588	0.2714015038
589	0.2713386908
590	0.2712828304
591	0.2712069792
592	0.2711463519
593	0.2710690409
594	0.2710140593
595	0.2709348565
596	0.270882617
597	0.2708399336
598	0.270778777
599	0.270709133
600	0.270642972
601	0.2705895025
602	0.2705280222
603	0.2704788382
604	0.2704339184
605	0.2703654603
606	0.2703011966
607	0.2702453509
608	0.2701959088
609	0.2701404925
610	0.2700817079
611	0.2700282565
612	0.2699702934
613	0.2698986158
614	0.2698325188
615	0.2697674301
616	0.2696950502
617	0.2696336226
618	0.2695697641
619	0.26950442
620	0.2694495046
621	0.2693959238
622	0.2693494529
623	0.269286379
624	0.2692482239
625	0.26919315
626	0.2691334157
627	0.2690767125
628	0.2690177812
629	0.2689668812
630	0.2689104738
631	0.2688564229
632	0.2687941581
633	0.2687357025
634	0.2686793777
635	0.2686362656
636	0.2685785221
637	0.2685150592
638	0.2684632441
639	0.2684075048
640	0.2683461117
641	0.2682816265
642	0.2682454529
643	0.2681802816
644	0.2681220083
645	0.2680734994
646	0.2680203377
647	0.2679590284
648	0.2679003997
649	0.2678539377
650	0.2678011215
651	0.2677719134
652	0.2677142253
653	0.26763594
654	0.2675755803
655	0.2675091539
656	0.2674516237
657	0.2673927647
658	0.2673371602
659	0.267286174
660	0.2672385818
661	0.2671969322
662	0.2671429036
663	0.2670846651
664	0.2670343667
665	0.2669822308
666	0.2669229888
667	0.2668607251
668	0.2667920221
669	0.2667379109
670	0.2666963798
671	0.2666724451
672	0.2666275953
673	0.2665886898
674	0.2665434275
675	0.2664848561
676	0.2664591883
677	0.2664171218
678	0.2663673271
679	0.2662998471
680	0.2662479356
681	0.2661851158
682	0.2661180265
683	0.2660755701
684	0.2660306675
685	0.2659817541
686	0.2659264686
687	0.2658744953
688	0.265820651
689	0.2657722485
690	0.2657262722
691	0.2656780215
692	0.2656542494
693	0.2655783954
694	0.2655347285
695	0.2654872676
696	0.2654368424
697	0.2653774039
698	0.2653255872
699	0.2652782659
700	0.2652373053
701	0.2651928785
702	0.2651393276
703	0.2650637728
704	0.2650123558
705	0.2649830013
706	0.2649203555
707	0.2648675577
708	0.2648030759
709	0.2647543608
710	0.2646963988
711	0.2646478055
712	0.2646002362
713	0.264546583
714	0.2644887176
715	0.2644360259
716	0.2643939649
717	0.2643428436
718	0.2643073957
719	0.2642390448
720	0.264190281
721	0.2641433923
722	0.264095322
723	0.2640436587
724	0.26399225
725	0.2639324413
726	0.2638740068
727	0.263830069
728	0.263779878
729	0.2637179398
730	0.2636664656
731	0.2636258743
732	0.2635768265
733	0.2635245343
734	0.2634712041
735	0.2634235458
736	0.2633977893
737	0.2633604687
738	0.2633178539
739	0.2632734822
740	0.2632264392
741	0.2631628464
742	0.2631127995
743	0.2630678788
744	0.263021023
745	0.2629702519
746	0.262928394
747	0.2628855182
748	0.2628429767
749	0.2627947066
750	0.2627502745
751	0.2627109872
752	0.2626589493
753	0.2626133857
754	0.2625632205
755	0.2625311304
756	0.2624867774
757	0.2624409133
758	0.2623913596
759	0.2623463816
760	0.262301501
761	0.2622561616
762	0.2622067498
763	0.2621536717
764	0.2621053586
765	0.262060163
766	0.2620072695
767	0.2619582143
768	0.2618952638
769	0.2618439526
770	0.2618008203
771	0.2617428218
772	0.2617034627
773	0.2616673732
774	0.2616148014
775	0.2615599378
776	0.261511519
777	0.2614689067
778	0.261421074
779	0.2613847664
780	0.2613291021
781	0.261275859
782	0.2612321623
783	0.2611797555
784	0.2611391949
785	0.2611021838
786	0.2610553936
787	0.261018108
788	0.2609929355
789	0.2609372908
790	0.2608906411
791	0.2608406222
792	0.2608027327
793	0.2607539611
794	0.2607074195
795	0.2606576103
796	0.2606160441
797	0.2605726069
798	0.2605295421
799	0.2604859421
800	0.2604499848
801	0.2604013806
802	0.2603640856
803	0.260321583
804	0.2602767013
805	0.2602109287
806	0.2601603337
807	0.2601138987
808	0.2600681399
809	0.2600284065
810	0.259973218
811	0.2599269159
812	0.2598844885
813	0.2598520208
814	0.2598060803
815	0.2597538579
816	0.2597059062
817	0.2596580574
818	0.2596135987
819	0.2595665091
820	0.2595185151
821	0.2594780388
822	0.259446486
823	0.259408632
824	0.2593653765
825	0.2593162736
826	0.2592762079
827	0.2592281645
828	0.2591822486
829	0.2591389154
830	0.2590879542
831	0.2590474287
832	0.2590079713
833	0.2589747314
834	0.2589430838
835	0.2589046331
836	0.2588700628
837	0.2588372371
838	0.2588005554
839	0.2587656095
840	0.2587276123
841	0.2586850079
842	0.2586427924
843	0.2586039368
844	0.2585655483
845	0.2585177857
846	0.258481279
847	0.2584454293
848	0.2583952657
849	0.2583433491
850	0.2583033647
851	0.2582466879
852	0.2581962207
853	0.2581554551
854	0.2581018909
855	0.2580594317
856	0.2580140704
857	0.2579894984
858	0.2579403938
859	0.2578969905
860	0.2578494837
861	0.2578122594
862	0.2577570424
863	0.2577214656
864	0.2576804796
865	0.2576541944
866	0.2576119335
867	0.2575685291
868	0.2575287188
869	0.2574837037
870	0.2574454181
871	0.2574075447
872	0.2573703992
873	0.2573314658
874	0.2572916893
875	0.2572504245
876	0.2572017666
877	0.2571568875
878	0.2571179656
879	0.2570745468
880	0.2570461184
881	0.257014349
882	0.2569647795
883	0.2569213433
884	0.2568781312
885	0.2568632052
886	0.2568225495
887	0.2567859582
888	0.2567385527
889	0.2566985015
890	0.2566477477
891	0.2566072351
892	0.2565679499
893	0.2565287664
894	0.2564904597
895	0.2564486213
896	0.2564130729
897	0.2563752801
898	0.2563373193
899	0.2562935971
900	0.256253154
901	0.256222422
902	0.2561839828
903	0.2561392108
904	0.2561019799
905	0.2560591352
906	0.256016749
907	0.2559810536
908	0.2559367495
909	0.2558975443
910	0.2558557302
911	0.2558078445
912	0.2557686973
913	0.255729363
914	0.2556901137
915	0.2556511856
916	0.2556213037
917	0.2555774394
918	0.2555376124
919	0.2554990732
920	0.2554595791
921	0.2554101998
922	0.2553644514
923	0.2553144821
924	0.2552753144
925	0.2552345101
926	0.2551943498
927	0.2551563992
928	0.25512628
929	0.2550843662
930	0.2550431287
931	0.2550004754
932	0.2549563005
933	0.2549291178
934	0.2548980735
935	0.254861248
936	0.2548200622
937	0.2547847123
938	0.2547390797
939	0.2546990049
940	0.2546586385
941	0.2546232079
942	0.2545802223
943	0.2545449688
944	0.254508011
945	0.2544649881
946	0.2544269254
947	0.254398845
948	0.254361486
949	0.2543254034
950	0.2542717769
951	0.2542364562
952	0.2541924789
953	0.254153747
954	0.2541130001
955	0.2540797834
956	0.2540486864
957	0.2540101187
958	0.2539764162
959	0.2539361157
960	0.2538960896
961	0.253860025
962	0.2538233722
963	0.2537855468
964	0.2537383798
965	0.253706535
966	0.2536706664
967	0.2536302703
968	0.2535957184
969	0.2535572546
970	0.2535248915
971	0.2534847343
972	0.2534527881
973	0.2534107813
974	0.2533692506
975	0.2533395271
976	0.2533074485
977	0.2532655996
978	0.2532401906
979	0.253217973
980	0.2531843624
981	0.2531495286
982	0.2531089701
983	0.253074896
984	0.2530447886
985	0.2530059965
986	0.2529778873
987	0.2529339466
988	0.2528963274
989	0.2528608544
990	0.2528288097
991	0.2527938491
992	0.25275847
993	0.2527099379
994	0.2526749921
995	0.2526386444
996	0.2525965055
997	0.2525626276
998	0.2525195067
999	0.2524845387
1000	0.2524530874
1001	0.25241496
1002	0.2523797338
1003	0.252358211
1004	0.2523221935
1005	0.2522805624
1006	0.252242534
1007	0.252208717
1008	0.2521777131
1009	0.2521403423
1010	0.2521037803
1011	0.2520572097
1012	0.2520213704
1013	0.2519773728
1014	0.2519387235
1015	0.2518987413
1016	0.2518647226
1017	0.2518353958
1018	0.2517967362
1019	0.2517559736
1020	0.2517170695
1021	0.251697069
1022	0.2516606995
1023	0.2516392554
1024	0.2516140191
1025	0.251585686
1026	0.2515513998
1027	0.251516543
1028	0.2514798589
1029	0.2514429849
1030	0.251409924
1031	0.2513767865
1032	0.2513451382
1033	0.2513182079
1034	0.2512779386
1035	0.2512367058
1036	0.2512018538
1037	0.251157829
1038	0.2511271249
1039	0.251082187
1040	0.2510580528
1041	0.2510275
1042	0.2509877923
1043	0.2509519497
1044	0.2509224675
1045	0.2508886305
1046	0.250847394
1047	0.2508204297
1048	0.2507851042
1049	0.2507525143
1050	0.250723622
1051	0.250687767
1052	0.2506490929
1053	0.2506285865
1054	0.2505950883
1055	0.2505627009
1056	0.2505228972
1057	0.2504814387
1058	0.2504595974
1059	0.2504234846
1060	0.2503864836
1061	0.2503497698
1062	0.2503179938
1063	0.2502848355
1064	0.2502488793
1065	0.2502108856
1066	0.2501693017
1067	0.2501351173
1068	0.2501021002
1069	0.250063548
1070	0.2500359819
1071	0.2500053571
1072	0.249966516
1073	0.2499392803
1074	0.2499047319
1075	0.2498682632
1076	0.2498438464
1077	0.2498153808
1078	0.2497812709
1079	0.2497361748
1080	0.2496955889
1081	0.249661864
1082	0.249622393
1083	0.2495863694
1084	0.2495561064
1085	0.2495325727
1086	0.2495045747
1087	0.249466077
1088	0.2494381538
1089	0.2494024747
1090	0.2493742807
1091	0.2493356165
1092	0.2493058771
1093	0.2492773308
1094	0.2492356787
1095	0.249206197
1096	0.2491787446
1097	0.2491492749
1098	0.2491185442
1099	0.2490845813
1100	0.249056749
1101	0.2490236171
1102	0.2489925413
1103	0.2489706048
1104	0.2489418679
1105	0.2489055878
1106	0.2488711591
1107	0.2488351371
1108	0.2488073224
1109	0.248768811
1110	0.2487306421
1111	0.2486859596
1112	0.2486602454
1113	0.2486199516
1114	0.2485907321
1115	0.2485545693
1116	0.2485197104
1117	0.2484848361
1118	0.2484523365
1119	0.2484130225
1120	0.2483924896
1121	0.2483558994
1122	0.2483318638
1123	0.2482982207
1124	0.2482694972
1125	0.2482413413
1126	0.2482074264
1127	0.248173212
1128	0.2481408402
1129	0.2481031793
1130	0.2480824525
1131	0.2480494642
1132	0.2480159621
1133	0.247975734
1134	0.2479464654
1135	0.2479188042
1136	0.2478820838
1137	0.2478491819
1138	0.2478114797
1139	0.2477836926
1140	0.2477536035
1141	0.2477217356
1142	0.2476839598
1143	0.247658037
1144	0.2476271722
1145	0.2475973627
1146	0.247562528
1147	0.2475287161
1148	0.2474936749
1149	0.2474713101
1150	0.2474426556
1151	0.2474085955
1152	0.247377728
1153	0.2473454923
1154	0.2473173267
1155	0.2472821877
1156	0.2472457612
1157	0.2472112073
1158	0.2471840568
1159	0.247152431
1160	0.2471190543
1161	0.2470881881
1162	0.2470504054
1163	0.2470198529
1164	0.246988074
1165	0.246954187
1166	0.246928057
1167	0.2468989143
1168	0.2468660384
1169	0.2468258588
1170	0.2468000496
1171	0.2467667544
1172	0.2467339542
1173	0.2466974839
1174	0.2466660658
1175	0.2466335398
1176	0.2466045547
1177	0.2465763627
1178	0.246547998
1179	0.2465149407
1180	0.2464721426
1181	0.2464456028
1182	0.2464181169
1183	0.2463889885
1184	0.2463665315
1185	0.2463262961
1186	0.2463021195
1187	0.2462759185
1188	0.2462483312
1189	0.2462188922
1190	0.2461769308
1191	0.2461384808
1192	0.2461043207
1193	0.2460802791
1194	0.2460491519
1195	0.2460230709
1196	0.2459904408
1197	0.2459633305
1198	0.2459296322
1199	0.2459026688
1200	0.2458880958
1201	0.2458567795
1202	0.245856744
1203	0.2458296913
1204	0.2457966539
1205	0.2457721697
1206	0.2457521544
1207	0.2457187305
1208	0.2456914466
1209	0.2456669583
1210	0.2456331744
1211	0.2456014909
1212	0.2455835903
1213	0.2455577807
1214	0.245528461
1215	0.2455002498
1216	0.2454728438
1217	0.2454410008
1218	0.2454168734
1219	0.2453886605
1220	0.2453622563
1221	0.2453329151
1222	0.2452987205
1223	0.2452713619
1224	0.2452449152
1225	0.2452182097
1226	0.2451886888
1227	0.2451621307
1228	0.2451285116
1229	0.2450991603
1230	0.245069327
1231	0.2450435423
1232	0.245011001
1233	0.2449953797
1234	0.2449671172
1235	0.2449388408
1236	0.2449165103
1237	0.2448820084
1238	0.2448452459
1239	0.2448129862
1240	0.2447889976
1241	0.2447565559
1242	0.2447245594
1243	0.2446923641
1244	0.2446635658
1245	0.2446380547
1246	0.2446111951
1247	0.2445975943
1248	0.2445694011
1249	0.2445441816
1250	0.2445111814
1251	0.2444821587
1252	0.244450219
1253	0.2444276708
1254	0.2443999953
1255	0.2443708501
1256	0.2443409588
1257	0.2443056249
1258	0.2442788296
1259	0.2442567126
1260	0.2442305652
1261	0.2441972577
1262	0.2441666128
1263	0.2441428555
1264	0.2441130142
1265	0.2440858487
1266	0.2440553444
1267	0.2440287678
1268	0.2439963942
1269	0.2439669739
1270	0.2439387807
1271	0.2439092685
1272	0.2438801906
1273	0.2438631549
1274	0.243832987
1275	0.2438003556
1276	0.243771271
1277	0.2437475471
1278	0.2437193428
1279	0.2436967893
1280	0.2436637314
1281	0.2436354568
1282	0.2436101641
1283	0.2435827941
1284	0.2435600371
1285	0.2435400363
1286	0.2435120153
1287	0.2434870306
1288	0.2434591289
1289	0.2434344645
1290	0.2434101654
1291	0.2433842227
1292	0.2433623096
1293	0.2433290345
1294	0.2433007442
1295	0.2432711346
1296	0.2432445236
1297	0.2432090057
1298	0.2431868097
1299	0.2431654742
1300	0.2431403704
1301	0.2431189123
1302	0.2430880312
1303	0.243052258
1304	0.2430271064
1305	0.2429966076
1306	0.2429669317
1307	0.242936312
1308	0.2429097021
1309	0.2428799596
1310	0.2428531648
1311	0.242818621
1312	0.2427942711
1313	0.242768902
1314	0.2427436719
1315	0.2427155403
1316	0.2426845925
1317	0.2426591126
1318	0.2426437425
1319	0.2426165066
1320	0.2425882918
1321	0.2425648617
1322	0.2425377044
1323	0.2425062394
1324	0.2424810669
1325	0.2424568693
1326	0.2424308948
1327	0.2423978624
1328	0.2423672915
1329	0.242337701
1330	0.2423116525
1331	0.2422869656
1332	0.2422595033
1333	0.2422339453
1334	0.2422116578
1335	0.2421826463
1336	0.2421566433
1337	0.2421241994
1338	0.2420920324
1339	0.2420646177
1340	0.2420348408
1341	0.2420054734
1342	0.2419817653
1343	0.2419610188
1344	0.2419375436
1345	0.2419118375
1346	0.2418841932
1347	0.2418493776
1348	0.2418295504
1349	0.2418004626
1350	0.2417797976
1351	0.2417492391
1352	0.2417207727
1353	0.2416962456
1354	0.2416666741
1355	0.2416461223
1356	0.2416161468
1357	0.2415904632
1358	0.2415682511
1359	0.2415553342
1360	0.2415282716
1361	0.2415075652
1362	0.2414790244
1363	0.2414540207
1364	0.2414255309
1365	0.2413968879
1366	0.2413751336
1367	0.2413595337
1368	0.2413316983
1369	0.2413046897
1370	0.2412818601
1371	0.2412514035
1372	0.2412241433
1373	0.2411980121
1374	0.2411704892
1375	0.2411433108
1376	0.2411192629
1377	0.2410953929
1378	0.2410700108
1379	0.2410449497
1380	0.2410246968
1381	0.2410002104
1382	0.2409683513
1383	0.2409361921
1384	0.2409235971
1385	0.240900145
1386	0.2408743592
1387	0.2408486303
1388	0.2408220677
1389	0.2407961206
1390	0.2407767881
1391	0.2407545947
1392	0.2407216236
1393	0.2406960259
1394	0.2406634666
1395	0.2406311909
1396	0.2406066051
1397	0.2405789465
1398	0.2405536006
1399	0.2405288631
1400	0.2405033954
1401	0.240477877
1402	0.2404565987
1403	0.2404394847
1404	0.2404123436
1405	0.240385287
1406	0.2403564432
1407	0.2403317344
1408	0.2403089189
1409	0.240281904
1410	0.2402596053
1411	0.2402358342
1412	0.2402153783
1413	0.2401937346
1414	0.2401691451
1415	0.2401472588
1416	0.2401277662
1417	0.2401049184
1418	0.2400787406
1419	0.2400614183
1420	0.240043534
1421	0.2400153672
1422	0.2399906892
1423	0.2399636703
1424	0.2399393276
1425	0.2399071858
1426	0.2398817545
1427	0.239857263
1428	0.2398387408
1429	0.2398118838
1430	0.2397852925
1431	0.2397624204
1432	0.239736494
1433	0.239710205
1434	0.2396879786
1435	0.2396655858
1436	0.2396393356
1437	0.2396114856
1438	0.2395866682
1439	0.2395654436
1440	0.2395452822
1441	0.2395131762
1442	0.2394902888
1443	0.2394629015
1444	0.2394339448
1445	0.2394122149
1446	0.2393870471
1447	0.2393697505
1448	0.239342184
1449	0.2393198968
1450	0.2392969214
1451	0.2392776101
1452	0.2392536961
1453	0.2392260207
1454	0.2392037825
1455	0.2391935865
1456	0.239164217
1457	0.2391363237
1458	0.2391049892
1459	0.2390802868
1460	0.2390530425
1461	0.239024218
1462	0.2389981325
1463	0.2389760308
1464	0.2389502245
1465	0.2389289056
1466	0.2389100527
1467	0.2388886632
1468	0.2388651212
1469	0.2388430861
1470	0.2388151737
1471	0.2387888449
1472	0.2387683915
1473	0.2387454805
1474	0.2387212111
1475	0.2386958793
1476	0.2386665916
1477	0.2386421559
1478	0.2386210026
1479	0.2385978628
1480	0.2385747533
1481	0.2385509953
1482	0.2385285456
1483	0.2385080502
1484	0.2384892035
1485	0.2384615279
1486	0.2384346051
1487	0.2384154538
1488	0.2383871632
1489	0.2383563201
1490	0.2383353577
1491	0.2383175333
1492	0.2382866595
1493	0.2382692882
1494	0.2382465786
1495	0.2382251168
1496	0.238205994
1497	0.2381828706
1498	0.23816357
1499	0.2381348909
1500	0.2381096103
1501	0.2380839235
1502	0.2380580208
1503	0.2380409132
1504	0.2380194128
1505	0.2379977824
1506	0.2379784404
1507	0.2379524198
1508	0.2379300453
1509	0.2379049981
1510	0.2378803251
1511	0.2378555581
1512	0.2378362664
